Date,DIA,IWM,QQQ,RSP,SPY,XLE,XLF,XLK,XLU,XLV,XLY
2025-07-09,442.81097412109375,223.0174102783203,555.6058959960938,183.90951538085938,622.3345947265625,87.31488800048828,52.22806930541992,257.4990539550781,81.3523941040039,134.87319946289062,218.5644989013672
2025-07-10,444.7833557128906,224.16415405273438,554.8068237304688,184.97486877441406,624.0897827148438,87.9792251586914,52.537052154541016,256.6501770019531,82.01791381835938,135.6994171142578,220.98023986816406
2025-07-11,441.8646545410156,221.0729217529297,553.5582885742188,183.62075805664062,621.8958129882812,88.37583923339844,51.98885726928711,255.52162170410156,81.89871215820312,134.57455444335938,221.04013061523438
2025-07-14,442.8707275390625,222.5587158203125,555.5659790039062,183.8099365234375,623.08251953125,87.40413665771484,52.3775749206543,255.31187438964844,82.22650909423828,134.415283203125,221.8586883544922
2025-07-15,438.457763671875,218.20108032226562,556.0753173828125,181.2610321044922,620.419921875,86.1448745727539,51.480533599853516,257.5789794921875,81.44178771972656,131.99635314941406,218.68429565429688
2025-07-16,440.65924072265625,220.3948516845703,556.6446533203125,181.96795654296875,622.494140625,85.4012222290039,51.83934783935547,258.3779296875,81.48152160644531,133.6388397216797,219.08358764648438
2025-07-17,443.50830078125,223.28665161132812,561.1494750976562,183.4514923095703,626.3035888671875,85.92674255371094,52.33770751953125,260.72491455078125,81.81925201416016,132.1157989501953,219.832275390625
2025-07-18,441.7354431152344,221.70114135742188,560.610107421875,183.3817901611328,625.8449096679688,85.23265838623047,52.367610931396484,260.5551452636719,83.19002532958984,131.23980712890625,221.77883911132812
2025-07-21,441.914794921875,220.80368041992188,563.5167236328125,182.75453186035156,627.0316162109375,84.35018920898438,52.218101501464844,260.89471435546875,83.45821380615234,130.49322509765625,222.8269805908203
2025-07-22,443.4295654296875,222.63848876953125,560.60009765625,185.0843963623047,627.121337890625,84.74681091308594,52.50715255737305,258.4778137207031,84.48133850097656,132.922119140625,225.0830078125
2025-07-23,448.6614990234375,226.03883361816406,563.1571655273438,186.61770629882812,632.4566040039062,86.07546997070312,52.9257698059082,259.9559326171875,83.84561920166016,135.64964294433594,226.151123046875
2025-07-24,445.5721435546875,222.91769409179688,564.3557739257812,186.02032470703125,632.6659545898438,86.69022369384766,52.895870208740234,261.05450439453125,83.7363510131836,135.14195251464844,222.40773010253906
2025-07-25,447.4755859375,223.74534606933594,565.7141723632812,186.91641235351562,635.3385620117188,86.3630142211914,53.26465606689453,261.6537170410156,83.95487213134766,135.8586883544922,224.4740753173828
2025-07-28,446.7979431152344,223.486083984375,567.4821166992188,185.81121826171875,635.1790161132812,87.34463500976562,52.895870208740234,263.74102783203125,83.06089782714844,134.67410278320312,225.78176879882812
2025-07-29,444.9443359375,222.0601348876953,566.6031494140625,185.72161865234375,633.503662109375,88.19735717773438,52.62675476074219,263.75103759765625,84.01448059082031,133.81800842285156,224.22451782226562
2025-07-30,443.23028564453125,220.93331909179688,567.3623046875,184.51686096191406,632.7058715820312,86.9381103515625,52.52708435058594,264.34027099609375,84.6402587890625,133.57911682128906,222.80702209472656
2025-07-31,439.8120422363281,218.7694549560547,564.3557739257812,182.8341827392578,630.3324584960938,86.47208404541016,52.19816589355469,262.40277099609375,85.09718322753906,129.8362274169922,221.04013061523438
2025-08-01,434.2213439941406,214.31210327148438,553.2386474609375,180.7731475830078,620.0010375976562,84.86579132080078,51.231353759765625,256.74005126953125,85.226318359375,130.53305053710938,215.70953369140625
2025-08-04,440.2904052734375,219.10848999023438,563.44677734375,182.98353576660156,629.4249267578125,84.67739868164062,51.73967742919922,261.9533386230469,86.73615264892578,132.40447998046875,218.2450714111328
2025-08-05,439.6227111816406,220.225341796875,559.6212768554688,182.4757537841797,626.2337646484375,84.78646850585938,51.53036880493164,259.7861328125,85.81237030029297,131.8968048095703,218.5245819091797
2025-08-06,440.4498596191406,219.93614196777344,566.6630859375,182.06752014160156,631.030517578125,84.00315856933594,51.77954864501953,262.71234130859375,85.04752349853516,129.91586303710938,223.0665740966797
2025-08-07,438.2076110839844,219.2181854248047,568.5808715820312,181.95799255371094,630.501953125,83.67594909667969,51.201446533203125,262.9520568847656,85.97130584716797,128.4226837158203,222.99668884277344
2025-08-08,440.4000549316406,219.69683837890625,573.8847045898438,182.2865753173828,635.4183349609375,84.21138000488281,51.679874420166016,265.5787048339844,85.60377502441406,129.5674591064453,223.38600158691406
2025-08-11,438.4966125488281,219.64697265625,572.1866455078125,181.7887420654297,634.1618041992188,83.5371322631836,51.659942626953125,263.7809753417969,85.33558654785156,129.6968536376953,223.96498107910156
2025-08-12,443.1505126953125,226.16847229003906,579.3782958984375,184.0986785888672,640.9131469726562,83.94366455078125,52.287872314453125,267.86572265625,85.70310974121094,130.5927734375,226.34078979492188
2025-08-13,447.8742370605469,230.5659942626953,579.6680297851562,186.72723388671875,643.1070556640625,84.91536712646484,52.58688735961914,267.9656066894531,85.89183807373047,132.68319702148438,229.4453125
2025-08-14,447.6151123046875,227.5944366455078,579.2185668945312,185.5125274658203,643.1668701171875,84.83604431152344,52.83606719970703,267.3863830566406,85.29585266113281,133.35015869140625,229.18576049804688
2025-08-15,448.24932861328125,226.48757934570312,576.6715087890625,185.0545196533203,641.6610717773438,84.83604431152344,52.287872314453125,265.3589782714844,85.04752349853516,135.5899200439453,228.63673400878906
2025-08-18,447.77069091796875,227.3152313232422,576.4417114257812,185.0146942138672,641.5214233398438,84.33036804199219,52.32773971557617,265.92822265625,84.67999267578125,135.27137756347656,229.5551300048828
2025-08-19,448.010009765625,225.57017517089844,568.620849609375,185.88092041015625,638.0410766601562,84.360107421875,52.42741012573242,261.2842102050781,85.50444793701172,136.1374053955078,229.4453125
2025-08-20,448.0798034667969,224.77243041992188,565.2447509765625,185.711669921875,636.3457641601562,85.06410217285156,52.69652557373047,259.5164794921875,85.59384155273438,136.87403869628906,227.17930603027344
2025-08-21,446.673828125,225.3308563232422,562.6278076171875,185.06446838378906,633.7928466796875,85.64910888671875,52.52708435058594,258.57769775390625,85.0077896118164,136.41612243652344,225.83168029785156
2025-08-22,455.3390808105469,234.16578674316406,571.3076782226562,188.66879272460938,643.52587890625,87.39421844482422,53.394229888916016,262.08319091796875,85.46471405029297,137.54098510742188,232.68959045410156
2025-08-25,451.77923583984375,231.70277404785156,569.6596069335938,187.22506713867188,640.6936645507812,87.62227630615234,53.08524703979492,261.4939270019531,84.5011978149414,135.5799560546875,232.22042846679688
2025-08-26,453.1951904296875,233.61734008789062,571.9469604492188,187.35450744628906,643.3762817382812,87.48345947265625,53.493900299072266,262.6923828125,84.68993377685547,136.42608642578125,233.2885284423828
2025-08-27,454.7308044433594,235.27264404296875,572.825927734375,188.0315704345703,644.8422241210938,88.46508026123047,53.603538513183594,264.110595703125,84.70979309082031,136.34645080566406,233.33843994140625
2025-08-28,455.4886474609375,235.55186462402344,576.4118041992188,187.9419403076172,647.1258544921875,89.13932800292969,53.673309326171875,266.1979064941406,84.06414031982422,135.80889892578125,233.73773193359375
2025-08-29,454.7906188964844,234.50482177734375,569.7395629882812,187.80255126953125,643.2666015625,89.62517547607422,53.8128547668457,262.1131591796875,83.75621032714844,136.80435180664062,231.3319854736328
2025-09-02,452.31768798828125,233.23841857910156,564.9650268554688,186.3190155029297,638.4998168945312,89.75407409667969,53.41416549682617,259.4665222167969,83.47808837890625,136.9337615966797,229.6050262451172
2025-09-03,451.9687194824219,233.00906372070312,569.409912109375,186.0302734375,641.960205078125,87.74124908447266,53.324459075927734,261.0145568847656,83.26949310302734,136.28672790527344,230.5334014892578
2025-09-04,455.7478942871094,235.92080688476562,574.5639038085938,187.404296875,647.3253173828125,88.32626342773438,53.882625579833984,262.30291748046875,83.17015838623047,136.80435180664062,234.7459716796875
2025-09-05,453.6937561035156,237.09747314453125,575.3929443359375,187.6233367919922,645.4505004882812,86.62081909179688,52.895870208740234,262.5225830078125,82.91189575195312,137.272216796875,234.696044921875
2025-09-08,454.90032958984375,237.57611083984375,578.19970703125,187.47398376464844,647.0361328125,86.4225082397461,52.93574142456055,264.4900817871094,82.06758117675781,137.2224578857422,235.6044464111328
2025-09-09,456.7051696777344,236.18008422851562,579.8378295898438,186.89651489257812,648.531982421875,86.83895874023438,53.16498565673828,264.9994201660156,82.63377380371094,137.95907592773438,235.27503967285156
2025-09-10,454.6310729980469,235.76126098632812,580.027587890625,186.70733642578125,650.4067993164062,88.35601043701172,52.98557662963867,269.8032531738281,84.05420684814453,136.70481872558594,232.45999145507812
2025-09-11,460.6040344238281,240.11891174316406,583.4036865234375,189.50515747070312,655.8118286132812,88.37583923339844,53.852718353271484,270.71209716796875,84.5011978149414,139.0839385986328,236.9820098876953
2025-09-12,458.0114440917969,237.66586303710938,585.9806518554688,188.14109802246094,655.5924072265625,87.8503189086914,53.62347412109375,270.5323181152344,84.9283218383789,137.48126220703125,238.20985412597656
2025-09-15,458.7593078613281,238.67300415039062,590.994873046875,187.81251525878906,659.0827026367188,87.55286407470703,53.503868103027344,272.9692077636719,85.12698364257812,136.30662536621094,240.2761993408203
2025-09-16,457.47296142578125,238.27999877929688,590.4954223632812,187.31468200683594,658.1752319335938,89.02033996582031,53.3842658996582,272.0204162597656,83.5774154663086,136.30662536621094,241.75360107421875
2025-09-17,459.9459228515625,238.88999938964844,589.3168334960938,187.493896484375,657.3575439453125,89.22856140136719,53.902557373046875,271.08160400390625,83.7860107421875,136.57540893554688,241.14468383789062
2025-09-18,461.31201171875,244.83999633789062,594.6306762695312,188.71856689453125,660.4290161132812,88.950927734375,53.952392578125,275.7655944824219,83.84561920166016,136.84417724609375,240.0565948486328
2025-09-19,462.94000244140625,242.97999572753906,598.6559448242188,188.3900146484375,663.7000122070312,87.77099609375,54.071998596191406,278.56201171875,84.38199615478516,136.6649932861328,240.96499633789062
2025-09-22,463.6700134277344,244.38999938964844,602.2000122070312,188.47999572753906,666.8400268554688,87.66999816894531,54.0,282.6600036621094,85.19999694824219,136.6300048828125,240.17999267578125
2025-09-23,462.8699951171875,243.83999633789062,598.2000122070312,188.7100067138672,663.2100219726562,89.18000030517578,53.7599983215332,280.2200012207031,85.63999938964844,136.94000244140625,237.9199981689453
2025-09-24,461.0199890136719,241.60000610351562,596.0999755859375,188.27000427246094,661.0999755859375,90.33999633789062,53.61000061035156,278.489990234375,86.25,136.38999938964844,239.60000610351562
