Pair,Left,Right,BestWindow,PValue,Beta,HalfLife,Z,Conviction,ConvictionBand,Signal,Action,Notes,StationarityP,Stationary,VolRegime,SpreadVol,SuggestedNotional,JohansenTrace,JohansenCrit,JohansenPass,GrowthPhase,PhaseGuidance,SR_Deviation,SR_Signal_Strength,JohansenStrength,NL_Description
BKNG-COST,BKNG,COST,90,0.01963252247387501,-1.5943144488747787,3.903254880915678,-0.08941611046220989,2.1171200506328716,Low,HOLD,HOLD,β=-1.594; HL=3.9; Z=-0.09; p=0.0196; W=90,0.004400271804002688,True,Low,70.48341813781659,,15.495343535559098,15.4943,True,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.08891796669508367,Inside Band,0.0010435355590967532,"BKNG-COST spread is inside its ±1s band, HL=3.9d, in a maturity regime, with strong Johansen pass (gap +0.00). Conviction: Low."
AAPL-SPY,AAPL,SPY,30,0.15353053474807088,0.7438500321543521,5.673130497860973,2.5148045580129397,2.111538027980488,Low,HOLD,HOLD,β=0.744; HL=5.7; Z=2.51; p=0.1535; W=30,0.8038774309821798,False,Normal,3.6693056149767362,,,,False,Reset,"Expect longer holding periods, reversion is slower",2.4725359248153644,Severe,,"AAPL-SPY spread is severe stretched at +2.47s, HL=5.7d, in a reset regime, with weak Johansen evidence. Conviction: Low."
COST-CSCO,COST,CSCO,90,0.09344775191112298,-8.99332841013564,3.520002091008166,-1.0959544171918827,2.0127202424666066,Low,HOLD,HOLD,β=-8.993; HL=3.5; Z=-1.10; p=0.0934; W=90,0.030597956846494904,True,Low,13.816778516828876,,13.217213152464184,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-1.0898487740459606,Mild,-2.2770868475358164,"COST-CSCO spread is mild stretched at -1.09s, HL=3.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AAPL-AVGO,AAPL,AVGO,90,0.0650916731090257,0.38756491327682346,5.404230569779487,2.4740443503401437,1.9948088700680287,Low,HOLD,HOLD,β=0.388; HL=5.4; Z=2.47; p=0.0651; W=90,0.020444617084968152,True,Normal,4.404451507852789,,8.072663680549171,15.4943,False,Maturity,Default regime,2.4602612662141943,Severe,-7.42163631945083,"AAPL-AVGO spread is severe stretched at +2.46s, HL=5.4d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMD-NVDA,AMD,NVDA,180,0.011262793331099821,1.0234123808236595,4.13057997676366,-0.3571519332696401,1.9588024533429298,Low,HOLD,HOLD,β=1.023; HL=4.1; Z=-0.36; p=0.0113; W=180,0.002445756562433691,True,Normal,3.614080807671609,,13.818320134262946,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.35615846282429164,Inside Band,-1.6759798657370553,"AMD-NVDA spread is inside its ±1s band, HL=4.1d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
ADBE-QQQ,ADBE,QQQ,90,0.07960269463203284,-0.8618701314043478,3.4724395186498187,0.9635918871569926,1.9412273086722078,Low,HOLD,HOLD,β=-0.862; HL=3.5; Z=0.96; p=0.0796; W=90,0.024870793911713464,True,Normal,7.932551925666776,,8.986423916943695,15.4943,False,Maturity,Default regime,0.9582236454591666,Inside Band,-6.507876083056306,"ADBE-QQQ spread is inside its ±1s band, HL=3.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
ADBE-AMZN,ADBE,AMZN,90,0.08405819024686229,-1.8610390592446184,3.4061271983030403,-1.4718734570088576,1.9030111155706537,Low,HOLD,HOLD,β=-1.861; HL=3.4; Z=-1.47; p=0.0841; W=90,0.026659761194496704,True,Normal,10.378537596749648,,18.231556350475092,15.4943,True,Maturity,Default regime,-1.4636735410785249,Mild,2.737256350475091,"ADBE-AMZN spread is mild stretched at -1.46s, HL=3.4d, in a maturity regime, with strong Johansen pass (gap +2.74). Conviction: Low."
ADBE-SPY,ADBE,SPY,90,0.09622529214080627,-0.853056942486706,3.532815791224396,0.7474080482869555,1.8993722688557955,Low,HOLD,HOLD,β=-0.853; HL=3.5; Z=0.75; p=0.0962; W=90,0.031116439095310502,True,Normal,7.8660124017603135,,8.480328764579124,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.7432441827505377,Inside Band,-7.013971235420877,"ADBE-SPY spread is inside its ±1s band, HL=3.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
META-SPY,META,SPY,180,0.08158184402107282,1.9003811380185895,6.1009958432500735,-1.5263319318265955,1.8882045091435258,Low,HOLD,HOLD,β=1.900; HL=6.1; Z=-1.53; p=0.0816; W=180,0.02473838231668649,True,Normal,11.322029525501796,,12.049964402067552,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-1.5220862158642616,Mild,-3.444335597932449,"META-SPY spread is mild stretched at -1.52s, HL=6.1d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AAPL-GOOGL,AAPL,GOOGL,90,0.06227603736889722,0.5530608461052915,5.615647930437765,1.9069061420676157,1.8813812284135232,Low,HOLD,HOLD,β=0.553; HL=5.6; Z=1.91; p=0.0623; W=90,0.019548892655624296,True,Normal,3.2967866012747065,,10.64950152064647,15.4943,False,Maturity,Default regime,1.8962826268615147,Mild,-4.84479847935353,"AAPL-GOOGL spread is mild stretched at +1.90s, HL=5.6d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMAT-TXN,AMAT,TXN,252,0.015620506446610284,0.7572552730608353,12.81296480617393,2.6445206594644928,1.8726990674267956,Low,HOLD,HOLD,β=0.757; HL=12.8; Z=2.64; p=0.0156; W=252,0.0035414383536737032,True,Spike,4.32673275542473,,11.932998017573643,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",2.6392683788886346,Severe,-3.5613019824263574,"AMAT-TXN spread is severe stretched at +2.64s, HL=12.8d, in a reset regime, with weak Johansen evidence. Conviction: Low."
COST-META,COST,META,90,0.1101660116234639,-0.4354282363848738,4.156237076942425,-0.8742069419450131,1.8657773652738852,Low,HOLD,HOLD,β=-0.435; HL=4.2; Z=-0.87; p=0.1102; W=90,0.03685575630609099,True,Normal,13.29086964979414,,11.80263879893634,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.8693366703903985,Inside Band,-3.6916612010636616,"COST-META spread is inside its ±1s band, HL=4.2d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
COST-NVDA,COST,NVDA,90,0.09905321618628726,-1.4362539814723718,3.625870311246179,-0.6566264906333815,1.8643609371589263,Low,HOLD,HOLD,β=-1.436; HL=3.6; Z=-0.66; p=0.0991; W=90,0.03246303890363933,True,Normal,10.73563385010681,,11.656633014078842,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.6529683758714202,Inside Band,-3.8376669859211585,"COST-NVDA spread is inside its ±1s band, HL=3.6d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
ADBE-CSCO,ADBE,CSCO,90,0.12605185383139206,-8.978144772530005,3.0015960543611655,-0.7819848803438714,1.8405026714590589,Low,HOLD,HOLD,β=-8.978; HL=3.0; Z=-0.78; p=0.1261; W=90,0.04333390055705344,True,Normal,9.961671589582203,,11.896229435672693,15.4943,False,Maturity,Default regime,-0.7776283847177854,Inside Band,-3.5980705643273083,"ADBE-CSCO spread is inside its ±1s band, HL=3.0d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
NVDA-TXN,NVDA,TXN,60,0.02464944315000086,-0.2772248155162898,3.0552329586704956,-0.046698862266529584,1.8212703546841538,Low,HOLD,HOLD,β=-0.277; HL=3.1; Z=-0.05; p=0.0246; W=60,0.0057613511988345205,True,Normal,3.1701433752425543,,12.677450106468276,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.046308069937882626,Inside Band,-2.8168498935317245,"NVDA-TXN spread is inside its ±1s band, HL=3.1d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
META-QQQ,META,QQQ,180,0.09803039231213578,1.700716716701697,6.508930274951749,-1.6045429193615084,1.8209085838723018,Low,HOLD,HOLD,β=1.701; HL=6.5; Z=-1.60; p=0.0980; W=180,0.0309202380062113,True,Normal,10.595377704564335,,11.62770319248591,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-1.6000796480750126,Mild,-3.8665968075140906,"META-QQQ spread is mild stretched at -1.60s, HL=6.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AAPL-TSLA,AAPL,TSLA,30,0.035101618763352695,0.1700261993613396,3.7920046021323865,2.053407107136781,1.7954071803836449,Low,HOLD,HOLD,β=0.170; HL=3.8; Z=2.05; p=0.0351; W=30,0.009923396374541728,True,Normal,3.7025338302824564,,,,False,Deterioration,"Tight entries, faster exits, entropy high",2.018893605266306,Severe,,"AAPL-TSLA spread is severe stretched at +2.02s, HL=3.8d, in a deterioration regime, with weak Johansen evidence. Conviction: Low."
INTU-SPY,INTU,SPY,30,0.1708879864479752,-0.2512201607793765,4.318676565862542,0.8739131775527964,1.7896510886983896,Low,HOLD,HOLD,β=-0.251; HL=4.3; Z=0.87; p=0.1709; W=30,0.04960482937224788,True,Normal,10.085342725552918,,,,False,Maturity,Default regime,0.8592245149961747,Inside Band,,"INTU-SPY spread is inside its ±1s band, HL=4.3d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMZN-META,AMZN,META,90,0.048135954366998454,0.17220607610675726,4.73094310915189,-1.2152602596476996,1.7616925082595554,Low,HOLD,HOLD,β=0.172; HL=4.7; Z=-1.22; p=0.0481; W=90,0.013626884404938795,True,Normal,3.390878991341865,,16.173047791907535,15.4943,True,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-1.2084899548262262,Mild,0.6787477919075346,"AMZN-META spread is mild stretched at -1.21s, HL=4.7d, in a maturity regime, with strong Johansen pass (gap +0.68). Conviction: Low."
GOOGL-QQQ,GOOGL,QQQ,60,0.1973535977375615,1.7257316337252493,3.313465256942801,-0.10050030152479546,1.73078619428218,Low,HOLD,HOLD,β=1.726; HL=3.3; Z=-0.10; p=0.1974; W=60,0.07739095618108462,True,Normal,5.889064592492996,,10.644727644767563,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.09965928003184261,Inside Band,-4.8495723552324375,"GOOGL-QQQ spread is inside its ±1s band, HL=3.3d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
COST-QQQ,COST,QQQ,90,0.08005742756239204,-0.9248102648151089,3.453097390133764,0.0965079663896999,1.712393180818974,Low,HOLD,HOLD,β=-0.925; HL=3.5; Z=0.10; p=0.0801; W=90,0.06336874930138094,True,Normal,11.968608700607282,,10.285872889395701,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.09597031336848764,Inside Band,-5.208427110604299,"COST-QQQ spread is inside its ±1s band, HL=3.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
BKNG-TXN,BKNG,TXN,90,0.09400887967215316,6.527153624797046,3.2354742015232816,1.1539873989887401,1.705560428326309,Low,HOLD,HOLD,β=6.527; HL=3.2; Z=1.15; p=0.0940; W=90,0.03030668938691256,True,Low,65.75971221901888,,11.325620824313214,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",1.1475584498074693,Mild,-4.168679175686787,"BKNG-TXN spread is mild stretched at +1.15s, HL=3.2d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
COST-SPY,COST,SPY,90,0.1250472777017374,-0.9323249727000916,3.3694557580506275,-0.02110865342176245,1.7041665813208977,Low,HOLD,HOLD,β=-0.932; HL=3.4; Z=-0.02; p=0.1250; W=90,0.04254515953660974,True,Normal,11.839367379390684,,10.959172726579528,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.020991055551757554,Inside Band,-4.535127273420473,"COST-SPY spread is inside its ±1s band, HL=3.4d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
COST-QCOM,COST,QCOM,90,0.18303732449698168,-2.5089999031140158,4.8357027982666425,0.13307862297417508,1.693712285015289,Low,HOLD,HOLD,β=-2.509; HL=4.8; Z=0.13; p=0.1830; W=90,0.06818209467381155,True,Normal,12.001390136931573,,12.3747721710607,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.13233723211933196,Inside Band,-3.119527828939301,"COST-QCOM spread is inside its ±1s band, HL=4.8d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
INTU-TSLA,INTU,TSLA,30,0.17224315203338186,-0.03128098583213157,4.3406922150709155,0.8467085299674215,1.6648240100292202,Low,HOLD,HOLD,β=-0.031; HL=4.3; Z=0.85; p=0.1722; W=30,0.04967987414017272,True,Normal,10.029414720476433,,,,False,Maturity,Default regime,0.832477120944237,Inside Band,,"INTU-TSLA spread is inside its ±1s band, HL=4.3d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
CSCO-META,CSCO,META,252,0.03625589693457397,0.06238373528611764,8.163214219962644,0.05445904122598234,1.648332838899457,Low,HOLD,HOLD,β=0.062; HL=8.2; Z=0.05; p=0.0363; W=252,0.009296587843638404,True,Normal,0.8907794358055036,,15.668892396500395,15.4943,True,Reset,"Expect longer holding periods, reversion is slower",0.054350880163452006,Inside Band,0.17459239650039393,"CSCO-META spread is inside its ±1s band, HL=8.2d, in a reset regime, with strong Johansen pass (gap +0.17). Conviction: Low."
BKNG-PEP,BKNG,PEP,60,0.07505735160427256,-6.335340345524642,3.2831927973523354,-0.13915739443867062,1.640491511140732,Low,HOLD,HOLD,β=-6.335; HL=3.3; Z=-0.14; p=0.0751; W=60,0.024311833711857283,True,Normal,65.33173366106745,,9.750374016150099,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.13799287694120455,Inside Band,-5.743925983849902,"BKNG-PEP spread is inside its ±1s band, HL=3.3d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
INTU-TXN,INTU,TXN,30,0.15258224280474553,0.04456853488668733,4.176388212678756,0.7793132017164579,1.620169928227086,Low,HOLD,HOLD,β=0.045; HL=4.2; Z=0.78; p=0.1526; W=30,0.04147287569263922,True,Normal,10.120041213125697,,,,False,Maturity,Default regime,0.7662145679620284,Inside Band,,"INTU-TXN spread is inside its ±1s band, HL=4.2d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMZN-SPY,AMZN,SPY,90,0.05896475859861066,0.3389911434962826,3.162572189705029,-3.009498664952252,1.6018997329904505,Low,ENTER_LONG,ENTER_LONG,β=0.339; HL=3.2; Z=-3.01; p=0.0590; W=90; AdaptiveEntry: Conv=2.50,0.0178495511507847,True,Normal,3.3046701482625416,,11.135241641305287,15.4943,False,Deterioration,"Tight entries, faster exits, entropy high",-2.992732525222273,Severe,-4.359058358694714,"AMZN-SPY spread is severe stretched at -2.99s, HL=3.2d, in a deterioration regime, with weak Johansen evidence. Conviction: Low."
NVDA-QCOM,NVDA,QCOM,60,0.18339051423227065,-0.12368011459564643,4.011356870196836,0.7546702323350751,1.5675552230877845,Low,HOLD,HOLD,β=-0.124; HL=4.0; Z=0.75; p=0.1834; W=60,0.06888602795093106,True,Normal,3.0884652160710564,,10.720594647621862,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.7483548892380305,Inside Band,-4.773705352378139,"NVDA-QCOM spread is inside its ±1s band, HL=4.0d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AAPL-INTC,AAPL,INTC,180,0.1085694214051956,3.6064407253004043,8.181676040717205,-0.3077352092877035,1.5615470418575408,Low,HOLD,HOLD,β=3.606; HL=8.2; Z=-0.31; p=0.1086; W=180,0.03491618425635276,True,Normal,5.2052810445559885,,11.211737130813022,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",-0.3068791987024559,Inside Band,-4.282562869186979,"AAPL-INTC spread is inside its ±1s band, HL=8.2d, in a reset regime, with weak Johansen evidence. Conviction: Low."
INTU-QCOM,INTU,QCOM,30,0.14353384003069597,0.27652506022341417,4.008032534738421,0.6430114420337686,1.546414479054913,Low,HOLD,HOLD,β=0.277; HL=4.0; Z=0.64; p=0.1435; W=30,0.03700201966501965,True,Normal,10.099838185014535,,,,False,Maturity,Default regime,0.632203757317846,Inside Band,,"INTU-QCOM spread is inside its ±1s band, HL=4.0d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
META-PEP,META,PEP,90,0.0082781137835214,4.076997262726954,3.2518334213984663,0.5853529224646179,1.5342894466577097,Low,HOLD,HOLD,β=4.077; HL=3.3; Z=0.59; p=0.0083; W=90,0.0015507883535603487,True,Normal,16.813124880222425,,13.572258096874036,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.582091878024331,Inside Band,-1.9220419031259652,"META-PEP spread is inside its ±1s band, HL=3.3d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMZN-MSFT,AMZN,MSFT,90,0.019377178202606007,0.34380052747154877,3.869046282970607,-1.0904966469105395,1.5243275473560478,Low,HOLD,HOLD,β=0.344; HL=3.9; Z=-1.09; p=0.0194; W=90,0.004729366790048487,True,Normal,3.569194894808322,,17.8008463596475,15.4943,True,Maturity,Default regime,-1.084421409406666,Mild,2.3065463596475,"AMZN-MSFT spread is mild stretched at -1.08s, HL=3.9d, in a maturity regime, with strong Johansen pass (gap +2.31). Conviction: Low."
CSCO-MSFT,CSCO,MSFT,180,0.09239661256963216,0.0747834399691601,7.013597533106049,0.08256243971940057,1.51651248794388,Low,HOLD,HOLD,β=0.075; HL=7.0; Z=0.08; p=0.0924; W=180,0.028701973151967573,True,Low,0.8170744460475856,,13.466306087000014,15.4943,False,Maturity,Default regime,0.08233278019325385,Inside Band,-2.027993912999987,"CSCO-MSFT spread is inside its ±1s band, HL=7.0d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
INTU-QQQ,INTU,QQQ,30,0.1484704436639282,0.1467334582517048,4.115075270784088,0.6664028750499633,1.5083769692257967,Low,HOLD,HOLD,β=0.147; HL=4.1; Z=0.67; p=0.1485; W=30,0.03926802279017313,True,Normal,10.049746315357632,,,,False,Maturity,Default regime,0.6552020290050709,Inside Band,,"INTU-QQQ spread is inside its ±1s band, HL=4.1d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
PEP-QCOM,PEP,QCOM,60,0.17056049741012574,0.03683731436288129,5.559539583669732,-0.5341091563067326,1.4964793168255095,Low,HOLD,HOLD,β=0.037; HL=5.6; Z=-0.53; p=0.1706; W=60,0.19894697736558398,False,Normal,2.164548907103613,,14.672886641505183,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.5296395450396852,Inside Band,-0.8214133584948176,"PEP-QCOM spread is inside its ±1s band, HL=5.6d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMZN-AVGO,AMZN,AVGO,90,0.11978123172478622,0.20647179640649715,3.02418047701247,-2.222159633307639,1.479935200857172,Low,HOLD,HOLD,β=0.206; HL=3.0; Z=-2.22; p=0.1198; W=90,0.041027119144759816,True,Normal,4.0319234251189755,,10.004784330024107,15.4943,False,Maturity,Default regime,-2.2097798175767864,Severe,-5.489515669975894,"AMZN-AVGO spread is severe stretched at -2.21s, HL=3.0d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AAPL-QQQ,AAPL,QQQ,30,0.05099445309538751,0.6339392143494762,4.489512181638991,2.3318930031128926,1.4663786006225785,Low,HOLD,HOLD,β=0.634; HL=4.5; Z=2.33; p=0.0510; W=30,0.024129433798024454,True,Normal,3.5010431923762155,,,,False,Maturity,Default regime,2.292698732651393,Severe,,"AAPL-QQQ spread is severe stretched at +2.29s, HL=4.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AVGO-META,AVGO,META,252,0.16124130105671008,0.6376574621084379,9.978415858547226,1.7688660485703003,1.35377320971406,Low,HOLD,HOLD,β=0.638; HL=10.0; Z=1.77; p=0.1612; W=252,0.05730244154840254,True,Normal,9.246045975405387,,10.045529149697607,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",1.7653529049860555,Mild,-5.4487708503023935,"AVGO-META spread is mild stretched at +1.77s, HL=10.0d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AMZN-QCOM,AMZN,QCOM,180,0.13029285088969378,1.4718610134270964,6.665608432271773,-1.7219838072723586,1.3443967614544716,Low,HOLD,HOLD,β=1.472; HL=6.7; Z=-1.72; p=0.1303; W=180,0.044190986754094844,True,Normal,4.742943319947898,,13.898070380201878,15.4943,False,Maturity,Default regime,-1.7171938569444063,Mild,-1.5962296197981232,"AMZN-QCOM spread is mild stretched at -1.72s, HL=6.7d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMAT-META,AMAT,META,90,0.12631596481998109,0.09425148096114203,13.99272843128618,1.6222176253612453,1.324443525072249,Low,HOLD,HOLD,β=0.094; HL=14.0; Z=1.62; p=0.1263; W=90,0.04044167395725814,True,Normal,4.555623254531868,,6.827308510024641,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",1.6131801309453193,Mild,-8.66699148997536,"AMAT-META spread is mild stretched at +1.61s, HL=14.0d, in a reset regime, with weak Johansen evidence. Conviction: Low."
CSCO-PEP,CSCO,PEP,90,0.16491457657854963,0.17329724537461394,4.913720558747268,0.21547048069882127,1.2834859540876629,Low,HOLD,HOLD,β=0.173; HL=4.9; Z=0.22; p=0.1649; W=90,0.22128906608220128,False,Low,0.8378503597683974,,13.49442133755347,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.21427007870856504,Inside Band,-1.9998786624465303,"CSCO-PEP spread is inside its ±1s band, HL=4.9d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
GOOGL-INTC,GOOGL,INTC,60,0.08209883699256015,5.916239699980244,8.389282969649177,-1.2879958622499585,1.2575991724499918,Low,HOLD,HOLD,β=5.916; HL=8.4; Z=-1.29; p=0.0821; W=60,0.02933649850509474,True,Normal,7.351912999683966,,6.3827767694464015,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",-1.2772174647073475,Mild,-9.1115232305536,"GOOGL-INTC spread is mild stretched at -1.28s, HL=8.4d, in a reset regime, with weak Johansen evidence. Conviction: Low."
